Depto ID;Departamento;Mcpio ID;Municipio;Zona ID;Puesto ID;Puesto;Comuna ID;Comuna;Comisión Nacional;Comisión Dptal;Comisión Municipal;Comisión Zonal;Comisión Auxiliar;Nombre Comisión;Mesa Inicial;Mesa Final;Total Mesas;lugar de escrutinios;direccion de escrutinios;
1;ANTIOQUIA;1;MEDELLIN;1;1;SEC. ESC. LA ESPERANZA No 2;;COMUNA 1 POPULAR;1;1000;2000;0;5001;AUXILIAR 1;1;39;39;;;7359
1;ANTIOQUIA;1;MEDELLIN;1;2;INST.EDUC. LA CANDELARIA;;COMUNA 1 POPULAR;1;1000;2000;0;5002;AUXILIAR 2;1;49;49;;;
1;ANTIOQUIA;1;MEDELLIN;1;3;IE MARIA DE LOS ANGELES CANO MARQUEZ;;COMUNA 1 POPULAR;1;1000;2000;0;5003;AUXILIAR 3;1;26;26;;;
1;ANTIOQUIA;1;MEDELLIN;1;5;I.E.FE Y ALEGRIA GRANIZAL;;COMUNA 1 POPULAR;1;1000;2000;0;5003;AUXILIAR 3;1;15;15;;;
1;ANTIOQUIA;1;MEDELLIN;1;4;SEC. ESC. MEDELLIN;;COMUNA 1 POPULAR;1;1000;2000;0;5004;AUXILIAR 4;1;27;27;;;
1;ANTIOQUIA;1;MEDELLIN;1;6;IE LA AVANZADA;;COMUNA 1 POPULAR;1;1000;2000;0;5004;AUXILIAR 4;1;8;8;;;
1;ANTIOQUIA;1;MEDELLIN;1;7;SEC. ESC. CARPINELO AMAPOLITA;;COMUNA 1 POPULAR;1;1000;2000;0;5004;AUXILIAR 4;1;7;7;;;
1;ANTIOQUIA;1;MEDELLIN;1;8;IE ANTONIO DERKA;;COMUNA 1 POPULAR;1;1000;2000;0;5005;AUXILIAR 5;1;20;20;;;
1;ANTIOQUIA;1;MEDELLIN;2;4;I.E.FEDERICO CARRASQUILLA;;COMUNA 1 POPULAR;1;1000;2000;0;5005;AUXILIAR 5;1;16;16;;;
1;ANTIOQUIA;1;MEDELLIN;5;6;IE BELLO ORIENTE;;COMUNA 3 MANRIQUE;1;1000;2000;0;5005;AUXILIAR 5;1;8;8;;;
1;ANTIOQUIA;1;MEDELLIN;1;9;SEC. ESC. NUEVO HORIZONTE 2;;COMUNA 1 POPULAR;1;1000;2000;0;5006;AUXILIAR 6;1;36;36;;;
1;ANTIOQUIA;1;MEDELLIN;5;7;IE JOSE ROBERTO VASQUEZ;;COMUNA 3 MANRIQUE;1;1000;2000;0;5006;AUXILIAR 6;1;10;10;;;
1;ANTIOQUIA;1;MEDELLIN;2;1;I.E. NUEVO HORIZONTE - PAULO VI;;COMUNA 1 POPULAR;1;1000;2000;0;5007;AUXILIAR 7;1;33;33;;;
1;ANTIOQUIA;1;MEDELLIN;6;4;IE SAN JUAN BAUTISTA DE LA SALLE;;COMUNA 3 MANRIQUE;1;1000;2000;0;5007;AUXILIAR 7;1;13;13;;;
1;ANTIOQUIA;1;MEDELLIN;2;2;SEC. ESC. DIVINA PROVIDENCIA;;COMUNA 1 POPULAR;1;1000;2000;0;5008;AUXILIAR 8;1;38;38;;;
1;ANTIOQUIA;1;MEDELLIN;7;5;I.E.SAN JUAN BOSCO;;COMUNA 4 ARANJUEZ;1;1000;2000;0;5008;AUXILIAR 8;1;10;10;;;
1;ANTIOQUIA;1;MEDELLIN;2;3;SEC.ESC.AGRIPINA MONTES DEL VALLE;;COMUNA 1 POPULAR;1;1000;2000;0;5009;AUXILIAR 9;1;24;24;;;
1;ANTIOQUIA;1;MEDELLIN;3;4;SEC ESC LA FRONTERA;;COMUNA 2 SANTA CRUZ;1;1000;2000;0;5009;AUXILIAR 9;1;11;11;;;
1;ANTIOQUIA;1;MEDELLIN;7;6;I.E. JOSE EUSEBIO CARO;;COMUNA 4 ARANJUEZ;1;1000;2000;0;5009;AUXILIAR 9;1;9;9;;;
1;ANTIOQUIA;1;MEDELLIN;2;5;I.E.GUADALUPE;;COMUNA 1 POPULAR;1;1000;2000;0;5010;AUXILIAR 10;1;27;27;;;
1;ANTIOQUIA;1;MEDELLIN;5;8;SEC. ESC. BALDOMERO SANIN CANO;;COMUNA 3 MANRIQUE;1;1000;2000;0;5010;AUXILIAR 10;1;22;22;;;
1;ANTIOQUIA;1;MEDELLIN;3;1;I.E.  ASIA IGNACIANA;;COMUNA 2 SANTA CRUZ;1;1000;2000;0;5011;AUXILIAR 11;1;45;45;;;
1;ANTIOQUIA;1;MEDELLIN;3;2;SEC.ESC.  MANUEL URIBE ANGEL;;COMUNA 2 SANTA CRUZ;1;1000;2000;0;5012;AUXILIAR 12;1;44;44;;;
1;ANTIOQUIA;1;MEDELLIN;3;3;SEC. ESC. FIDEL ANTONIO SALDARRIAGA;;COMUNA 2 SANTA CRUZ;1;1000;2000;0;5013;AUXILIAR 13;1;27;27;;;
1;ANTIOQUIA;1;MEDELLIN;7;7;IE LORENZA VILLEGAS DE SANTOS;;COMUNA 4 ARANJUEZ;1;1000;2000;0;5013;AUXILIAR 13;1;9;9;;;
1;ANTIOQUIA;1;MEDELLIN;7;8;SEC ESC TOMAS CARRASQUILLA No 1;;COMUNA 4 ARANJUEZ;1;1000;2000;0;5013;AUXILIAR 13;1;4;4;;;
1;ANTIOQUIA;1;MEDELLIN;8;6;SEC ESC JULIO ARBOLEDA;;COMUNA 4 ARANJUEZ;1;1000;2000;0;5013;AUXILIAR 13;1;6;6;;;
1;ANTIOQUIA;1;MEDELLIN;4;1;I.E. BARRIO SANTA CRUZ;;COMUNA 2 SANTA CRUZ;1;1000;2000;0;5014;AUXILIAR 14;1;34;34;;;
1;ANTIOQUIA;1;MEDELLIN;8;5;I.E. EL BOSQUE;;COMUNA 4 ARANJUEZ;1;1000;2000;0;5014;AUXILIAR 14;1;15;15;;;
1;ANTIOQUIA;1;MEDELLIN;4;2;SEC. ESC. ARZOBISPO GARCIA;;COMUNA 2 SANTA CRUZ;1;1000;2000;0;5015;AUXILIAR 15;1;30;30;;;
1;ANTIOQUIA;1;MEDELLIN;8;7;SEC. ESC. PORFIRIO BARBA JACOB;;COMUNA 4 ARANJUEZ;1;1000;2000;0;5015;AUXILIAR 15;1;2;2;;;
1;ANTIOQUIA;1;MEDELLIN;8;8;IE FE Y ALEGRIA LUIS AMIGO MORAVIA;;COMUNA 4 ARANJUEZ;1;1000;2000;0;5015;AUXILIAR 15;1;6;6;;;
1;ANTIOQUIA;1;MEDELLIN;9;4;I.E.SEBASTIAN DE BELALCAZAR;;COMUNA 5 CASTILLA;1;1000;2000;0;5015;AUXILIAR 15;1;10;10;;;
1;ANTIOQUIA;1;MEDELLIN;4;3;I.E. REPUBLICA DE HONDURAS;;COMUNA 2 SANTA CRUZ;1;1000;2000;0;5016;AUXILIAR 16;1;28;28;;;
1;ANTIOQUIA;1;MEDELLIN;11;2;I.E. PROGRESAR;;COMUNA 6 DOCE DE OCTUBRE;1;1000;2000;0;5016;AUXILIAR 16;1;23;23;;;
1;ANTIOQUIA;1;MEDELLIN;5;1;I.E. MONTECARLO GUILLERMO GAVIRIA CORREA;;COMUNA 3 MANRIQUE;1;1000;2000;0;5017;AUXILIAR 17;1;49;49;;;
1;ANTIOQUIA;1;MEDELLIN;5;2;IE LAS NIEVES;;COMUNA 3 MANRIQUE;1;1000;2000;0;5018;AUXILIAR 18;1;34;34;;;
1;ANTIOQUIA;1;MEDELLIN;14;7;COL MAYOR DE ANTIOQUIA;;COMUNA 7 ROBLEDO;1;1000;2000;0;5018;AUXILIAR 18;1;16;16;;;
1;ANTIOQUIA;1;MEDELLIN;5;3;I.E. MANUELA BELTRAN;;COMUNA 3 MANRIQUE;1;1000;2000;0;5019;AUXILIAR 19;1;27;27;;;
1;ANTIOQUIA;1;MEDELLIN;5;5;I.E.RAMON MUNERA LOPERA;;COMUNA 3 MANRIQUE;1;1000;2000;0;5019;AUXILIAR 19;1;16;16;;;
1;ANTIOQUIA;1;MEDELLIN;5;4;SEC ESC SAN JOSE (IE MANUELA BELTRAN);;COMUNA 3 MANRIQUE;1;1000;2000;0;5020;AUXILIAR 20;1;46;46;;;
1;ANTIOQUIA;1;MEDELLIN;6;1;I.E. JOSE ANTONIO GALAN;;COMUNA 3 MANRIQUE;1;1000;2000;0;5021;AUXILIAR 21;1;36;36;;;
1;ANTIOQUIA;1;MEDELLIN;9;6;SEC ESC TOSCANA;;COMUNA 5 CASTILLA;1;1000;2000;0;5021;AUXILIAR 21;1;9;9;;;
1;ANTIOQUIA;1;MEDELLIN;6;2;I.E. HERNAN TORO AGUDELO;;COMUNA 3 MANRIQUE;1;1000;2000;0;5022;AUXILIAR 22;1;43;43;;;
1;ANTIOQUIA;1;MEDELLIN;6;3;IE RODRIGO LARA BONILLA - SEDE LA SUSANA;;COMUNA 3 MANRIQUE;1;1000;2000;0;5023;AUXILIAR 23;1;24;24;;;
1;ANTIOQUIA;1;MEDELLIN;8;2;I.E. JOSE MARIA BRAVO MARQUEZ;;COMUNA 4 ARANJUEZ;1;1000;2000;0;5023;AUXILIAR 23;1;22;22;;;
1;ANTIOQUIA;1;MEDELLIN;7;1;COL AGUSTINIANO DE SAN NICOLAS;;COMUNA 4 ARANJUEZ;1;1000;2000;0;5024;AUXILIAR 24;1;40;40;;;
1;ANTIOQUIA;1;MEDELLIN;7;2;I.E. MONSEÑOR FRANCISCO CRISTOBAL TORO;;COMUNA 4 ARANJUEZ;1;1000;2000;0;5025;AUXILIAR 25;1;33;33;;;
1;ANTIOQUIA;1;MEDELLIN;10;5;IE FELIX DE BEDOUT MORENO;;COMUNA 5 CASTILLA;1;1000;2000;0;5025;AUXILIAR 25;1;13;13;;;
1;ANTIOQUIA;1;MEDELLIN;7;3;I.E. GILBERTO ALZATE AVENDAÑO;;COMUNA 4 ARANJUEZ;1;1000;2000;0;5026;AUXILIAR 26;1;36;36;;;
1;ANTIOQUIA;1;MEDELLIN;10;6;TERMINAL DE TRANSPORTES DEL NORTE;;COMUNA 5 CASTILLA;1;1000;2000;0;5026;AUXILIAR 26;1;6;6;;;
1;ANTIOQUIA;1;MEDELLIN;7;4;I.E. CAMPO VALDES;;COMUNA 4 ARANJUEZ;1;1000;2000;0;5027;AUXILIAR 27;1;35;35;;;
1;ANTIOQUIA;1;MEDELLIN;11;5;I.E. JOSE MARIA ESPINOSA PRIETO - CASD;;COMUNA 6 DOCE DE OCTUBRE;1;1000;2000;0;5027;AUXILIAR 27;1;9;9;;;
1;ANTIOQUIA;1;MEDELLIN;8;1;I.E. ALFONSO MORA NARANJO;;COMUNA 4 ARANJUEZ;1;1000;2000;0;5028;AUXILIAR 28;1;31;31;;;
1;ANTIOQUIA;1;MEDELLIN;11;6;I.E. EL TRIUNFO SANTA TERESA;;COMUNA 6 DOCE DE OCTUBRE;1;1000;2000;0;5028;AUXILIAR 28;1;11;11;;;
1;ANTIOQUIA;1;MEDELLIN;8;3;I.E. FRANCISCO MIRANDA;;COMUNA 4 ARANJUEZ;1;1000;2000;0;5029;AUXILIAR 29;1;46;46;;;
1;ANTIOQUIA;1;MEDELLIN;8;4;I.E. JAVIERA LONDOÑO SEVILLA;;COMUNA 4 ARANJUEZ;1;1000;2000;0;5030;AUXILIAR 30;1;36;36;;;
1;ANTIOQUIA;1;MEDELLIN;12;6;I.E. JORGE ELIECER GAITAN;;COMUNA 6 DOCE DE OCTUBRE;1;1000;2000;0;5030;AUXILIAR 30;1;10;10;;;
1;ANTIOQUIA;1;MEDELLIN;9;1;I.E. JULIO CESAR GARCIA;;COMUNA 5 CASTILLA;1;1000;2000;0;5031;AUXILIAR 31;1;31;31;;;
1;ANTIOQUIA;1;MEDELLIN;11;8;I.E. JESUS MARIA VALLE;;COMUNA 6 DOCE DE OCTUBRE;1;1000;2000;0;5031;AUXILIAR 31;1;15;15;;;
1;ANTIOQUIA;1;MEDELLIN;9;2;IE DIEGO ECHAVARRIA MISAS;;COMUNA 5 CASTILLA;1;1000;2000;0;5032;AUXILIAR 32;1;33;33;;;
1;ANTIOQUIA;1;MEDELLIN;12;7;SEC. ESC. EL PEDREGAL;;COMUNA 6 DOCE DE OCTUBRE;1;1000;2000;0;5032;AUXILIAR 32;1;15;15;;;
1;ANTIOQUIA;1;MEDELLIN;9;3;I.E. PBRO ANTONIO JOSE BERNAL LONDOÑO SJ;;COMUNA 5 CASTILLA;1;1000;2000;0;5033;AUXILIAR 33;1;43;43;;;
1;ANTIOQUIA;1;MEDELLIN;9;5;SEC ESC TRICENTENARIO;;COMUNA 5 CASTILLA;1;1000;2000;0;5034;AUXILIAR 34;1;29;29;;;
1;ANTIOQUIA;1;MEDELLIN;12;8;I.E.LA ESPERANZA;;COMUNA 6 DOCE DE OCTUBRE;1;1000;2000;0;5034;AUXILIAR 34;1;10;10;;;
1;ANTIOQUIA;1;MEDELLIN;12;9;SENA PEDREGAL;;COMUNA 6 DOCE DE OCTUBRE;1;1000;2000;0;5034;AUXILIAR 34;1;1;1;;;
1;ANTIOQUIA;1;MEDELLIN;14;8;IE BARRIO OLAYA HERRERA;;COMUNA 7 ROBLEDO;1;1000;2000;0;5034;AUXILIAR 34;1;8;8;;;
1;ANTIOQUIA;1;MEDELLIN;10;1;I.E. MARIA MONTESSORI;;COMUNA 5 CASTILLA;1;1000;2000;0;5035;AUXILIAR 35;1;40;40;;;
1;ANTIOQUIA;1;MEDELLIN;10;2;ITM CASTILLA;;COMUNA 5 CASTILLA;1;1000;2000;0;5036;AUXILIAR 36;1;52;52;;;
1;ANTIOQUIA;1;MEDELLIN;10;3;I.E. DINAMARCA;;COMUNA 5 CASTILLA;1;1000;2000;0;5037;AUXILIAR 37;1;19;19;;;
1;ANTIOQUIA;1;MEDELLIN;11;7;I.E. SANTA JUANA DE LESTONNAC;;COMUNA 6 DOCE DE OCTUBRE;1;1000;2000;0;5037;AUXILIAR 37;1;24;24;;;
1;ANTIOQUIA;1;MEDELLIN;10;4;I.E. REPUBLICA DE URUGUAY;;COMUNA 5 CASTILLA;1;1000;2000;0;5038;AUXILIAR 38;1;37;37;;;
1;ANTIOQUIA;1;MEDELLIN;14;6;I.E.CAMILO MORA CARRASQUILLA;;COMUNA 7 ROBLEDO;1;1000;2000;0;5038;AUXILIAR 38;1;12;12;;;
1;ANTIOQUIA;1;MEDELLIN;11;1;I.E. CIUDADELA LAS AMERICAS;;COMUNA 6 DOCE DE OCTUBRE;1;1000;2000;0;5039;AUXILIAR 39;1;36;36;;;
1;ANTIOQUIA;1;MEDELLIN;15;3;I.E.JOSE CELESTINO MUTIS;;COMUNA 8 VILLA HERMOSA;1;1000;2000;0;5039;AUXILIAR 39;1;15;15;;;
1;ANTIOQUIA;1;MEDELLIN;11;3;SEC. ESC. LEON DE GREIFF;;COMUNA 6 DOCE DE OCTUBRE;1;1000;2000;0;5040;AUXILIAR 40;1;21;21;;;
1;ANTIOQUIA;1;MEDELLIN;11;4;I.E. DOCE DE OCTUBRE;;COMUNA 6 DOCE DE OCTUBRE;1;1000;2000;0;5040;AUXILIAR 40;1;21;21;;;
1;ANTIOQUIA;1;MEDELLIN;12;1;I.E.MAESTRO FERNANDO BOTERO;;COMUNA 6 DOCE DE OCTUBRE;1;1000;2000;0;5041;AUXILIAR 41;1;31;31;;;
1;ANTIOQUIA;1;MEDELLIN;13;5;I.E.FE Y ALEGRIA SAN JOSE;;COMUNA 7 ROBLEDO;1;1000;2000;0;5041;AUXILIAR 41;1;17;17;;;
1;ANTIOQUIA;1;MEDELLIN;12;2;I.E.ALFREDO COCK ARANGO;;COMUNA 6 DOCE DE OCTUBRE;1;1000;2000;0;5042;AUXILIAR 42;1;29;29;;;
1;ANTIOQUIA;1;MEDELLIN;12;3;SEC.ESC.SAN MARTIN DE PORRES;;COMUNA 6 DOCE DE OCTUBRE;1;1000;2000;0;5042;AUXILIAR 42;1;20;20;;;
1;ANTIOQUIA;1;MEDELLIN;12;4;I.E. KENNEDY;;COMUNA 6 DOCE DE OCTUBRE;1;1000;2000;0;5043;AUXILIAR 43;1;33;33;;;
1;ANTIOQUIA;1;MEDELLIN;13;8;IE AURES;;COMUNA 7 ROBLEDO;1;1000;2000;0;5043;AUXILIAR 43;1;15;15;;;
1;ANTIOQUIA;1;MEDELLIN;12;5;SEC.CONCENTRACION EDUC.KENNEDY;;COMUNA 6 DOCE DE OCTUBRE;1;1000;2000;0;5044;AUXILIAR 44;1;25;25;;;
1;ANTIOQUIA;1;MEDELLIN;13;7;IE JESUS REY;;COMUNA 7 ROBLEDO;1;1000;2000;0;5044;AUXILIAR 44;1;18;18;;;
1;ANTIOQUIA;1;MEDELLIN;13;1;I.E. SAN VICENTE DE PAUL;;COMUNA 7 ROBLEDO;1;1000;2000;0;5045;AUXILIAR 45;1;29;29;;;
1;ANTIOQUIA;1;MEDELLIN;14;1;IE MON GERARDO VALENCIA CANO;;COMUNA 7 ROBLEDO;1;1000;2000;0;5045;AUXILIAR 45;1;15;15;;;
1;ANTIOQUIA;1;MEDELLIN;13;2;SEC.ESC. EL DIAMANTE;;COMUNA 7 ROBLEDO;1;1000;2000;0;5046;AUXILIAR 46;1;28;28;;;
1;ANTIOQUIA;1;MEDELLIN;15;2;I.E. JUAN DE LA CRUZ POSADA;;COMUNA 8 VILLA HERMOSA;1;1000;2000;0;5046;AUXILIAR 46;1;16;16;;;
1;ANTIOQUIA;1;MEDELLIN;13;3;I.E.EL DIAMANTE (SEDE BTO);;COMUNA 7 ROBLEDO;1;1000;2000;0;5047;AUXILIAR 47;1;26;26;;;
1;ANTIOQUIA;1;MEDELLIN;15;8;I.E. LUIS CARLOS GALAN SARMIENTO;;COMUNA 8 VILLA HERMOSA;1;1000;2000;0;5047;AUXILIAR 47;1;15;15;;;
1;ANTIOQUIA;1;MEDELLIN;13;4;I.E. VILLA DE LA CANDELARIA;;COMUNA 7 ROBLEDO;1;1000;2000;0;5048;AUXILIAR 48;1;35;35;;;
1;ANTIOQUIA;1;MEDELLIN;15;4;I.T.M. (CAMPUS FRATERNIDAD);;COMUNA 8 VILLA HERMOSA;1;1000;2000;0;5048;AUXILIAR 48;1;10;10;;;
1;ANTIOQUIA;1;MEDELLIN;13;6;TECNOLOGICO DE ANTIOQUIA;;COMUNA 7 ROBLEDO;1;1000;2000;0;5049;AUXILIAR 49;1;31;31;;;
1;ANTIOQUIA;1;MEDELLIN;15;6;SEC.ESC.NIÑO JESUS DE PRAGA;;COMUNA 8 VILLA HERMOSA;1;1000;2000;0;5049;AUXILIAR 49;1;12;12;;;
1;ANTIOQUIA;1;MEDELLIN;14;2;I.E. JORGE ROBLEDO;;COMUNA 7 ROBLEDO;1;1000;2000;0;5050;AUXILIAR 50;1;35;35;;;
1;ANTIOQUIA;1;MEDELLIN;15;7;I.E.SOL DE ORIENTE;;COMUNA 8 VILLA HERMOSA;1;1000;2000;0;5050;AUXILIAR 50;1;11;11;;;
1;ANTIOQUIA;1;MEDELLIN;14;3;I.E.MARISCAL ROBLEDO;;COMUNA 7 ROBLEDO;1;1000;2000;0;5051;AUXILIAR 51;1;21;21;;;
1;ANTIOQUIA;1;MEDELLIN;14;4;SEC.ESC. SANTA MARGARITA;;COMUNA 7 ROBLEDO;1;1000;2000;0;5051;AUXILIAR 51;1;24;24;;;
1;ANTIOQUIA;1;MEDELLIN;14;5;INSTITUTO FERRINI - SEDE ROBLEDO;;COMUNA 7 ROBLEDO;1;1000;2000;0;5052;AUXILIAR 52;1;41;41;;;
1;ANTIOQUIA;1;MEDELLIN;15;9;IE ESC NORMAL SUPERIOR DE MEDELLIN;;COMUNA 8 VILLA HERMOSA;1;1000;2000;0;5052;AUXILIAR 52;1;8;8;;;
1;ANTIOQUIA;1;MEDELLIN;15;1;I.E. JUAN DE DIOS CARVAJAL;;COMUNA 8 VILLA HERMOSA;1;1000;2000;0;5053;AUXILIAR 53;1;29;29;;;
1;ANTIOQUIA;1;MEDELLIN;16;1;SEC. ESC. VILLA TURBAY;;COMUNA 8 VILLA HERMOSA;1;1000;2000;0;5053;AUXILIAR 53;1;15;15;;;
1;ANTIOQUIA;1;MEDELLIN;15;5;SEC.ESC.JULIA AGUDELO;;COMUNA 8 VILLA HERMOSA;1;1000;2000;0;5054;AUXILIAR 54;1;60;60;;;
1;ANTIOQUIA;1;MEDELLIN;16;3;SEC ESC SOR MARIA LUISA COURBIN;;COMUNA 8 VILLA HERMOSA;1;1000;2000;0;5055;AUXILIAR 55;1;24;24;;;
1;ANTIOQUIA;1;MEDELLIN;16;4;I.E. SAN FRANCISCO DE ASIS;;COMUNA 8 VILLA HERMOSA;1;1000;2000;0;5055;AUXILIAR 55;1;24;24;;;
1;ANTIOQUIA;1;MEDELLIN;16;5;IE FELIX HENAO BOTERO;;COMUNA 8 VILLA HERMOSA;1;1000;2000;0;5056;AUXILIAR 56;1;24;24;;;
1;ANTIOQUIA;1;MEDELLIN;17;5;COLEGIO EUCARISTICO;;COMUNA 9 BUENOS AIRES;1;1000;2000;0;5056;AUXILIAR 56;1;19;19;;;
1;ANTIOQUIA;1;MEDELLIN;17;7;IE ARZOBISPO TULIO BOTERO SALAZAR;;COMUNA 9 BUENOS AIRES;1;1000;2000;0;5056;AUXILIAR 56;1;7;7;;;
1;ANTIOQUIA;1;MEDELLIN;17;1;I.E.GUADALUPANO LA SALLE;;COMUNA 9 BUENOS AIRES;1;1000;2000;0;5057;AUXILIAR 57;1;36;36;;;
1;ANTIOQUIA;1;MEDELLIN;17;6;SENA - SEDE BUENOS AIRES;;COMUNA 9 BUENOS AIRES;1;1000;2000;0;5057;AUXILIAR 57;1;9;9;;;
1;ANTIOQUIA;1;MEDELLIN;17;2;IE MERCEDITAS GOMEZ MARTINEZ;;COMUNA 9 BUENOS AIRES;1;1000;2000;0;5058;AUXILIAR 58;1;32;32;;;
1;ANTIOQUIA;1;MEDELLIN;17;8;IE MADRE LAURA;;COMUNA 9 BUENOS AIRES;1;1000;2000;0;5058;AUXILIAR 58;1;9;9;;;
1;ANTIOQUIA;1;MEDELLIN;17;9;SECCION ESCUELA ALEJANDRO ECHAVARRIA;;COMUNA 9 BUENOS AIRES;1;1000;2000;0;5058;AUXILIAR 58;1;8;8;;;
1;ANTIOQUIA;1;MEDELLIN;16;2;SECCION ESCUELA HOGAR ANTIOQUIA;;COMUNA 8 VILLA HERMOSA;1;1000;2000;0;5059;AUXILIAR 59;1;9;9;;;
1;ANTIOQUIA;1;MEDELLIN;16;6;IE GABRIEL GARCIA MARQUEZ;;COMUNA 8 VILLA HERMOSA;1;1000;2000;0;5059;AUXILIAR 59;1;4;4;;;
1;ANTIOQUIA;1;MEDELLIN;17;3;I.E. MANUEL JOSÉ CAYZEDO;;COMUNA 9 BUENOS AIRES;1;1000;2000;0;5059;AUXILIAR 59;1;30;30;;;
1;ANTIOQUIA;1;MEDELLIN;17;4;I.E. LA MILAGROSA;;COMUNA 9 BUENOS AIRES;1;1000;2000;0;5060;AUXILIAR 60;1;53;53;;;
1;ANTIOQUIA;1;MEDELLIN;18;1;I.E. GABRIELA GOMEZ CARVAJAL;;COMUNA 9 BUENOS AIRES;1;1000;2000;0;5061;AUXILIAR 61;1;28;28;;;
1;ANTIOQUIA;1;MEDELLIN;19;7;I.T.M. (PRADO CENTRO);;COMUNA 10 LA CANDELARIA;1;1000;2000;0;5061;AUXILIAR 61;1;10;10;;;
1;ANTIOQUIA;1;MEDELLIN;20;4;UNIVERSIDAD CLARETIANA;;COMUNA 10 LA CANDELARIA;1;1000;2000;0;5061;AUXILIAR 61;1;7;7;;;
1;ANTIOQUIA;1;MEDELLIN;20;5;PLAZA MINORISTA JOSE MARIA VILLA;;COMUNA 10 LA CANDELARIA;1;1000;2000;0;5061;AUXILIAR 61;1;2;2;;;
1;ANTIOQUIA;1;MEDELLIN;18;2;IE FEDERICO OZANAM;;COMUNA 9 BUENOS AIRES;1;1000;2000;0;5062;AUXILIAR 62;1;38;38;;;
1;ANTIOQUIA;1;MEDELLIN;18;5;SEC. ESC. JUAN CANCIO RESTREPO;;COMUNA 9 BUENOS AIRES;1;1000;2000;0;5062;AUXILIAR 62;1;5;5;;;
1;ANTIOQUIA;1;MEDELLIN;18;3;ESC NORMAL SUPERIOR ANTIOQUEÑA;;COMUNA 9 BUENOS AIRES;1;1000;2000;0;5063;AUXILIAR 63;1;29;29;;;
1;ANTIOQUIA;1;MEDELLIN;20;3;SENA;;COMUNA 10 LA CANDELARIA;1;1000;2000;0;5063;AUXILIAR 63;1;18;18;;;
1;ANTIOQUIA;1;MEDELLIN;19;1;I.E. TULIO OSPINA;;COMUNA 10 LA CANDELARIA;1;1000;2000;0;5064;AUXILIAR 64;1;31;31;;;
1;ANTIOQUIA;1;MEDELLIN;19;2;SEC. COL. AGUSTIN NIETO CABALLERO;;COMUNA 10 LA CANDELARIA;1;1000;2000;0;5064;AUXILIAR 64;1;9;9;;;
1;ANTIOQUIA;1;MEDELLIN;19;3;COLEGIO SALESIANO EL SUFRAGIO;;COMUNA 10 LA CANDELARIA;1;1000;2000;0;5065;AUXILIAR 65;1;42;42;;;
1;ANTIOQUIA;1;MEDELLIN;19;4;I.E. CENTRO FORMATIVO DE ANTIOQUIA -CEFA;;COMUNA 10 LA CANDELARIA;1;1000;2000;0;5066;AUXILIAR 66;1;49;49;;;
1;ANTIOQUIA;1;MEDELLIN;19;5;I.E. HECTOR ABAD GOMEZ;;COMUNA 10 LA CANDELARIA;1;1000;2000;0;5067;AUXILIAR 67;1;32;32;;;
1;ANTIOQUIA;1;MEDELLIN;19;6;I.E. JAVIERA LONDOÑO;;COMUNA 10 LA CANDELARIA;1;1000;2000;0;5067;AUXILIAR 67;1;10;10;;;
1;ANTIOQUIA;1;MEDELLIN;20;1;CENTRO COMERCIAL SAN DIEGO;;COMUNA 10 LA CANDELARIA;1;1000;2000;0;5068;AUXILIAR 68;1;45;45;;;
1;ANTIOQUIA;1;MEDELLIN;20;2;ALCALDIA MUNICIPAL (SOTANO);;COMUNA 10 LA CANDELARIA;1;1000;2000;0;5069;AUXILIAR 69;1;42;42;;;
1;ANTIOQUIA;1;MEDELLIN;21;1;INSTITUTO JORGE ROBLEDO;;COMUNA 11 LAURELES;1;1000;2000;0;5070;AUXILIAR 70;1;27;27;;;
1;ANTIOQUIA;1;MEDELLIN;22;3;COLEGIO BETHLEMITAS;;COMUNA 11 LAURELES;1;1000;2000;0;5070;AUXILIAR 70;1;19;19;;;
1;ANTIOQUIA;1;MEDELLIN;21;2;I.E. MATER DEI;;COMUNA 11 LAURELES;1;1000;2000;0;5071;AUXILIAR 71;1;30;30;;;
1;ANTIOQUIA;1;MEDELLIN;21;5;COL. SAN IGNACIO DE LOYOLA - SD MAYORES;;COMUNA 11 LAURELES;1;1000;2000;0;5071;AUXILIAR 71;1;11;11;;;
1;ANTIOQUIA;1;MEDELLIN;21;6;SEC. ESC. CARLOS OBANDO VELASCO;;COMUNA 11 LAURELES;1;1000;2000;0;5071;AUXILIAR 71;1;5;5;;;
1;ANTIOQUIA;1;MEDELLIN;21;7;INST. UNIVERSITARIA SALAZAR Y HERRERA;;COMUNA 11 LAURELES;1;1000;2000;0;5071;AUXILIAR 71;1;1;1;;;
1;ANTIOQUIA;1;MEDELLIN;21;3;I.E. MARCO FIDEL SUAREZ;;COMUNA 11 LAURELES;1;1000;2000;0;5072;AUXILIAR 72;1;29;29;;;
1;ANTIOQUIA;1;MEDELLIN;22;5;CORP. UNIVERSITARIA ADVENTISTA - UNAC;;COMUNA 11 LAURELES;1;1000;2000;0;5072;AUXILIAR 72;1;16;16;;;
1;ANTIOQUIA;1;MEDELLIN;21;4;COL. CALASANZ (FEM) CAMPESTRE ESCOLAPIAS;;COMUNA 11 LAURELES;1;1000;2000;0;5073;AUXILIAR 73;1;30;30;;;
